date,c,d,act,out,pol1,pol2,pol3
2020-05-28,0.004648166990936878,0.00024722551451649306,0.6357199569207914,0.8468541051283418,0.9996844856165231,0.41525865966147085,0.23173458488554585
2020-05-29,0.004721783425670033,0.0002502610712678564,0.7040560124332115,0.9201966297881892,0.9997159855144513,0.3691295993519879,0.1831552662599987
2020-05-30,0.004790480049571342,0.000252804646936033,0.6486653160874382,0.6857426566895515,0.9997159855144513,0.3691295993519879,0.1831552662599987
2020-05-31,0.004850428111898159,0.00025412329011137723,0.5242804655402288,0.4607501181870522,0.9997159855144513,0.3691295993519879,0.16639523551794577
2020-06-01,0.004906309799965984,0.00025566951637282106,0.6430852712818742,0.7801981746800803,0.9997159855144513,0.3656421536828275,0.13001350603305184
2020-06-02,0.0049684433292813916,0.0002587753561360683,0.6473033207349377,0.8456048077046431,0.9997159855144513,0.3656421536828275,0.13001350603305184
2020-06-03,0.0050304362925730145,0.0002613892148161283,0.6696303065652359,0.865329808182243,0.9997159855144513,0.3656421536828275,0.13001350603305184
2020-06-04,0.005096117440583491,0.0002641737608107635,0.6771114641741293,0.9013758091590255,0.9997159855144513,0.3656421536828275,0.13001350603305184
2020-06-05,0.005185574327471247,0.00026741012616750953,0.7422860691325998,0.955108810944504,0.9997159855144513,0.3159277175604019,0.11002206502252954
2020-06-06,0.00525219592911693,0.0002694048249809744,0.6620696109241234,0.7192641537192818,0.9997159855144513,0.3159277175604019,0.11002206502252954
2020-06-07,0.005309868160582743,0.0002703017700850157,0.5209301186399452,0.494697071582419,0.9997159855144513,0.3159277175604019,0.11002206502252954
2020-06-08,0.005364314067122079,0.00027165388136125694,0.6669489772630071,0.8144717150536617,0.9997159855144513,0.2827772343517333,0.11002206502252954
2020-06-09,0.005423495709938355,0.00027456560613930097,0.6771492965023848,0.8872776795526758,0.9997159855144513,0.2827772343517333,0.11002206502252954
2020-06-10,0.005488142693631114,0.00027702216474514535,0.6861388706314847,0.9138695642465663,0.9997159855144513,0.28252036225592086,0.11002206502252954
2020-06-11,0.0055607182704263914,0.00027946868292072036,0.7084874513657746,0.947329592529547,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-12,0.005640529650635619,0.0002815872137075043,0.7396030159535092,1.0022305136203093,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-13,0.005717730518974848,0.0002833108209037027,0.685901517105171,0.7659005801885749,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-14,0.0057769355894617454,0.00028401030421245136,0.5674752819437967,0.5313925802052238,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-15,0.00584135164325832,0.00028517834093375884,0.6750541605018872,0.8458529927414753,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-16,0.005921306936301386,0.0002874173568837723,0.6670856950487591,0.9226270002097651,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-17,0.006003370719700998,0.00028950576637974874,0.690179237464758,0.9516203789746484,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-18,0.006089085872908457,0.0002916410312169809,0.7331463882111969,0.9839942123898526,0.9997159855144513,0.28252036225592086,0.09435898174591942
2020-06-19,0.006191622093626767,0.00029353532572775395,0.7608369035600125,1.0280233928132858,0.9997159855144513,0.2750625171064404,0.09435898174591942
2020-06-20,0.006290500250917055,0.00029520873077260685,0.740138801770974,0.7905537630378028,0.9997159855144513,0.2750625171064404,0.09435898174591942
2020-06-21,0.006375254869628774,0.00029588813322081725,0.5331903185768725,0.5437989334285105,0.9997159855144513,0.2750625171064404,0.09435898174591942
2020-06-22,0.006475819819204257,0.000296858708146832,0.6866095156844659,0.8420415546318903,0.9997159855144513,0.2750625171064404,0.09435898174591942
2020-06-23,0.006589450715369946,0.0002992951858921378,0.7026461747014734,0.9276450787744763,0.9997159855144513,0.2750625171064404,0.09435898174591942
2020-06-24,0.0067104814086439936,0.00030145053158990836,0.7307016597950193,0.9577751065510917,0.9997159855144513,0.2750625171064404,0.09435898174591942
2020-06-25,0.006836813449100119,0.00030327454308879824,0.7469150622518262,0.9868660286128687,0.9997159855144513,0.2750625171064404,0.09435898174591942
2020-06-26,0.006984377652765348,0.0003049512949437405,0.7936869903772827,1.0304332605906936,0.9997159855144513,0.4412063491678869,0.11002206502252954
2020-06-27,0.007120378627570647,0.00030641719776303193,0.7082164829629035,0.7950818997591863,0.9997159855144513,0.4412063491678869,0.11002206502252954
2020-06-28,0.007245452267433055,0.00030819100711057594,0.5729566893509745,0.5443061163349141,0.9997159855144513,0.4412063491678869,0.11002206502252954
2020-06-29,0.007371365956627965,0.0003102760697964625,0.6691864847463963,0.8523495938599192,0.9997159855144513,0.4523157861822128,0.11002206502252954
2020-06-30,0.007532491434776677,0.00031246823040521985,0.7001556933723473,0.9276464935269481,0.9997159855144513,0.4523157861822128,0.11002206502252954
2020-07-01,0.0076966290420061294,0.0003143725653462627,0.6885152959936235,0.9571874320094051,0.9997159855144513,0.48546626939088117,0.11002206502252954
2020-07-02,0.007871744186329804,0.0003163572237294582,0.700363587918714,0.9852950598542632,0.9997159855144513,0.48546626939088117,0.11002206502252954
2020-07-03,0.008063459508698457,0.00031811095221646445,0.744681362825603,0.9078589297702632,0.9997159855144513,0.48546626939088117,0.11002206502252954
2020-07-04,0.008228986042115144,0.0003188204759554821,0.5322962565029806,0.5359993168045953,0.9997159855144513,0.48546626939088117,0.09435898174591942
2020-07-05,0.008375040834429897,0.00031948983797342297,0.5064902199808743,0.5062725079643702,0.9997159855144513,0.48546626939088117,0.09435898174591942
2020-07-06,0.008528103847072529,0.00032068464917544805,0.6437565512717538,0.8260616718262849,0.9997159855144513,0.4573865100294852,0.09435898174591942
2020-07-07,0.008704330132345978,0.00032351605051133934,0.6517107214730904,0.9159098152814319,0.9997159855144513,0.4573865100294852,0.09435898174591942
2020-07-08,0.008898642579344227,0.00032610648152077215,0.6214470820816507,0.9546237382524467,0.9997159855144513,0.4573865100294852,0.09435898174591942
2020-07-09,0.009094147028417664,0.00032865213276869726,0.6928756804141265,0.9794882922006467,0.9997159855144513,0.4573865100294852,0.09435898174591942
2020-07-10,0.009315539914043125,0.00033119907133197804,0.7465593720542021,1.0270655382359568,0.9997159855144513,0.4674284412062979,0.09435898174591942
2020-07-11,0.009513160257467552,0.0003331770485867725,0.6775167443097424,0.7887830771409972,0.9997159855144513,0.4674284412062979,0.09435898174591942
2020-07-12,0.009701364938929922,0.0003345471365670108,0.5329968198372536,0.5495188957863755,0.9997159855144513,0.4674284412062979,0.09435898174591942
2020-07-13,0.009900748131628815,0.000335655679724837,0.6616203090712091,0.8526987441106862,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-14,0.010115783303852585,0.00033866115185957567,0.6676430194274399,0.9293675744998882,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-15,0.010338496152108769,0.0003415729121682864,0.6809251770816312,0.9588297936767866,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-16,0.010587060076944776,0.00034450475358257447,0.6937118288648532,0.9844409754492646,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-17,0.010817194769647997,0.0003473453383500463,0.7573396966639162,1.0249686013557544,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-18,0.011019161371321421,0.00034978181609535234,0.6705346464675297,0.7885621746090746,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-19,0.011220769864315236,0.00035106364435971,0.5318815078268072,0.5450357432877976,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-20,0.011413311848776028,0.00035274374302474203,0.6450741817441258,0.8506226074449538,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-21,0.011626871800600114,0.00035630474896018954,0.669227083095194,0.9312694236275685,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-22,0.01185103779359856,0.00036016027418353085,0.6939852693882564,0.959386526544095,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-23,0.012077181751360008,0.0003635673268548513,0.7004653378821877,0.98710714334847,0.9997159855144513,0.48723790102792863,0.09435898174591942
2020-07-24,0.012313572708332199,0.0003671807026931626,0.7674010271692965,1.0293442623823692,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-07-25,0.012529399724780807,0.0003699753056167684,0.6967048750028414,0.7929309139574384,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-07-26,0.012702052636182052,0.00037134081219500944,0.5523172232215204,0.5494137827335457,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-07-27,0.012892811897064404,0.0003768597346153999,0.6511343045457234,0.8553914911985497,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-07-28,0.013095468802013593,0.0003810878776744636,0.6772725405216795,0.9406273769203215,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-07-29,0.013308931696345096,0.0003856161117258354,0.7058546470048831,0.976143361964429,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-07-30,0.013531856022800288,0.00038966909874446994,0.7232791050029429,0.9975390560185198,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-07-31,0.013752487883059064,0.0003942586336234929,0.7830573473442493,1.0387948107878884,0.9997159855144513,0.5292606189805572,0.09435898174591942
2020-08-01,0.013934173303258265,0.00039763222724911913,0.7102032459484098,0.7942673361414717,0.9997159855144513,0.5292606189805572,0.09435898174591942
